Date,Year,Month,Day,Daily_Rainfall_Total_mm,Highest_30_Min_Rainfall_mm,Highest_60_Min_Rainfall_mm,Highest_120_Min_Rainfall_mm,Mean_Temperature_C,Maximum_Temperature_C,Minimum_Temperature_C,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
2014_09_28,2014,9,28,0.144827586,0.144827586,0.144827586,0.144827586,29.09473684,32.695,26.44,8.065,24.355
2014_09_29,2014,9,29,0,0,0,0,29.22105263,32.675,26.905,8.285,25.585
2014_09_30,2014,9,30,0,0,0,0,29.32777778,32.9,26.915,7.23,25.455
2014_10_01,2014,10,1,0.114754098,0.11147541,0.114754098,0.114754098,29.27777778,33.37,26.595,8.095,27.61
2014_10_02,2014,10,2,0,0,0,0,29.04736842,32.215,26.635,7.06,22.86
2014_10_03,2014,10,3,0,0,0,0,29.25263158,32.905,26.42,8.525,28.35
2014_10_04,2014,10,4,24.36721311,16.47213115,21.24590164,22.95081967,27.43157895,29.73,23.73,8.47,39.175
2014_10_05,2014,10,5,0.26557377,0.262295082,0.26557377,0.26557377,27.17368421,30.34,24.845,8.81,35.285
2014_10_06,2014,10,6,0,0,0,0,28.50526316,31.94,25.53,8.19,27.615
2014_10_07,2014,10,7,0.003278689,0.003278689,0.003278689,0.003278689,29.24210526,32.165,27,9.935,29.285
2014_10_08,2014,10,8,0,0,0,0,29.24210526,32.32,26.81,7.805,23.845
2014_10_09,2014,10,9,0.049180328,0.049180328,0.049180328,0.049180328,29.23684211,32.645,27.035,8.18,30.035
2014_10_10,2014,10,10,0,0,0,0,29.68888889,33.20526316,27.60526316,8.763157895,25.93684211
2014_10_11,2014,10,11,0.257377049,0.2,0.203278689,0.209836066,28.80526316,32.34,27.10526316,6.465,32.56
2014_10_12,2014,10,12,0.770491803,0.662295082,0.685245902,0.691803279,28.48421053,32.71,26.24,6.145,23.96
2014_10_13,2014,10,13,2.221311475,1.468852459,1.796721311,1.813114754,28.91578947,33.38,26.35,6.255,25.805
2014_10_14,2014,10,14,8.255737705,5.718032787,7.340983607,7.560655738,28.15,32.78,25.415,5.52,31.185
2014_10_15,2014,10,15,1.57704918,1.324590164,1.51147541,1.524590164,28.44210526,31.99,25.895,6.175,24.605
2014_10_16,2014,10,16,8.445901639,5.308196721,5.885245902,6.672131148,28.1,32.155,25.65,6.18,31.425
2014_10_17,2014,10,17,8.619672131,4.813114754,5.459016393,6.31147541,28.125,32.59047619,25.83809524,5.876190476,28.21428571
2014_10_18,2014,10,18,11.05737705,7.193442623,8.721311475,9.360655738,27.12105263,30.75,24.39,6.91,34.87
2014_10_19,2014,10,19,0.13442623,0.131147541,0.131147541,0.131147541,27.93,32.43809524,25.05238095,6.628571429,30.54285714
2014_10_20,2014,10,20,0.504918033,0.350819672,0.354098361,0.501639344,28.825,32.97619048,25.80952381,6.29047619,28.72857143
2014_10_21,2014,10,21,13.33934426,7.672131148,9.61147541,10.07377049,27.02777778,30.1,24.565,5.435,27.88
2014_10_22,2014,10,22,4.280327869,1.508196721,2.695081967,3.808196721,26.26,28.4,24.64761905,4.071428571,16.12857143
2014_10_23,2014,10,23,0.013114754,0.013114754,0.013114754,0.013114754,28.325,32.47142857,25.08571429,6.114285714,24.4
2014_10_24,2014,10,24,0,0,0,0,29.075,33.24285714,25.48571429,6.585714286,26.32380952
2014_10_25,2014,10,25,0,0,0,0,29.415,33.51904762,26.1952381,7,25.68095238
2014_10_26,2014,10,26,1.157377049,1.045901639,1.095081967,1.13442623,29.305,33.42380952,26.75238095,8.261904762,32.95238095
2014_10_27,2014,10,27,16.83442623,9.873770492,12.10491803,13.0704918,27.745,31.97142857,24.67619048,6.014285714,37.4952381
2014_10_28,2014,10,28,5.021311475,3.390163934,4.139344262,4.201639344,28.19473684,32.12857143,24.9952381,5.523809524,28.09047619
2014_10_29,2014,10,29,0.731147541,0.691803279,0.71147541,0.71147541,29.35263158,33.63809524,26.08571429,7.257142857,27.37619048
2014_10_30,2014,10,30,5.295081967,3.786885246,4.144262295,4.239344262,28.735,33.2047619,26.09047619,5.985714286,27.95238095
2014_10_31,2014,10,31,14.89836066,7.868852459,10.69508197,11.99672131,27.85,32.6952381,25.17619048,5.857142857,35.15714286
2014_11_01,2014,11,1,2.556666667,2.096666667,2.503333333,2.556666667,28.32105263,31.685,25.65,6.105,22.42
2014_11_02,2014,11,2,0.05,0.046666667,0.046666667,0.046666667,29.17368421,32.62,26.25,6.61,24.24
2014_11_03,2014,11,3,0.01,0.003333333,0.003333333,0.003333333,29.61578947,32.99,26.585,6.99,27
2014_11_04,2014,11,4,0.066666667,0.063333333,0.063333333,0.066666667,29.85263158,33.585,26.915,7.395,26.58
2014_11_05,2014,11,5,12.125,7.353333333,9.003333333,10.1,27.85789474,33.355,24.595,6.325,36.535
2014_11_06,2014,11,6,18.61666667,8.001666667,9.991666667,11.79833333,26.39473684,30.885,23.68,6.585,37.355
2014_11_07,2014,11,7,14.84833333,8.84,10.52,11.21666667,26.90526316,31.47,24.305,6.61,32.615
2014_11_08,2014,11,8,43.34666667,19.51333333,25.67666667,27.41333333,27.32105263,32.07,23.74,8,33.655
2014_11_09,2014,11,9,10.93166667,6.103333333,7.17,7.766666667,27.39473684,30.885,23.735,5.995,37.855
2014_11_10,2014,11,10,3.148333333,2.856666667,3.006666667,3.03,27.39473684,30.46,24.89,5.735,30.82
2014_11_11,2014,11,11,14.3,7.826666667,10.31333333,11.92833333,26.61052632,30.98,24.26,5.01,33.85
2014_11_12,2014,11,12,11.93166667,8.4,10.09666667,10.29,26.96315789,32.175,24.20526316,5.05,38.79
2014_11_13,2014,11,13,20.86666667,12.65333333,16.45,17.70666667,27.27368421,32.715,24.245,6,40.09
2014_11_14,2014,11,14,1.145,0.546666667,0.706666667,0.846666667,27.57894737,32.18,24.54,7.48,32.03
2014_11_15,2014,11,15,6.223333333,4.376666667,4.683333333,4.953333333,27.21578947,32.055,24.73,5.55,28.98
2014_11_16,2014,11,16,7.766666667,5.363333333,6.43,6.79,26.61578947,30.92,24.74,5.01,29.495
2014_11_17,2014,11,17,18.59833333,12.51333333,15.51,15.87666667,26.48947368,31.615,24.43,6.535,37.215
2014_11_18,2014,11,18,5.301666667,1.136666667,1.74,2.623333333,25.58947368,27.045,24.59,4.765,19.395
2014_11_19,2014,11,19,0.376666667,0.25,0.256666667,0.32,27.65263158,32.36,24.715,6.515,27.04
2014_11_20,2014,11,20,12.67333333,8.696666667,10.63333333,11.31,27.21052632,31.81,25.13,5.9,27.31
2014_11_21,2014,11,21,0.805,0.553333333,0.57,0.57,27.40526316,31.24,25.15,4.73,22.095
2014_11_22,2014,11,22,3.171666667,2.546666667,2.703333333,2.75,27.86842105,32.42,25.47,5.075,28.955
2014_11_23,2014,11,23,17.74166667,11.77333333,12.71,12.84333333,27.11052632,32.25,24.95,5.015,33.83684211
2014_11_24,2014,11,24,19.47666667,10.31333333,14.89,17.32333333,27.25789474,31.565,24.65,5.565,29.02631579
2014_11_25,2014,11,25,13.10833333,8.45,10.13333333,10.45333333,27.47894737,32.225,24.84,5.385,29.78
2014_11_26,2014,11,26,29.495,17.20333333,22.27666667,25.74666667,27.13684211,32.51,24.32,5.795,34.74
2014_11_27,2014,11,27,0.801666667,0.59,0.683333333,0.74,27.6,31.76,24.945,6.14,27.61052632
2014_11_28,2014,11,28,2.505,2.375,2.431666667,2.448333333,28.06315789,31.645,25.65,6.08,30.38947368
2014_11_29,2014,11,29,13.74166667,9.415,11.41833333,11.93166667,26.34210526,30.885,24.29,5.84,37.15789474
2014_11_30,2014,11,30,0.016666667,0.016666667,0.016666667,0.016666667,27.85294118,31.28,24.42,5.44,21.78421053
2014_12_01,2014,12,1,10.6295082,7.004918033,7.363934426,7.631147541,26.55555556,29.34285714,23.10952381,5.845,42.54736842
2014_12_02,2014,12,2,0.016393443,0.016393443,0.016393443,0.016393443,28.05,31.72857143,25.31428571,5.765,24.895
2014_12_03,2014,12,3,0.062295082,0.062295082,0.062295082,0.062295082,28.985,33.01904762,25.79047619,6.51,24.115
2014_12_04,2014,12,4,36.15901639,11.91639344,17.8557377,24.21803279,26.095,28.08095238,23.37619048,6.71,36.10526316
2014_12_05,2014,12,5,0.006557377,0.006557377,0.006557377,0.006557377,28.25,32.68571429,24.81904762,6.15,21.56
2014_12_06,2014,12,6,10.91967213,6.996721311,8.926229508,9.686885246,27.095,29.84285714,23.64285714,6.51,44.45789474
2014_12_07,2014,12,7,25.98852459,16.08688525,18.29180328,19.61147541,26.97,33.1,23.94285714,6.71,40.24210526
2014_12_08,2014,12,8,3.659016393,3.062295082,3.175409836,3.195081967,26.985,30.60952381,24.7,6.72,32.16315789
2014_12_09,2014,12,9,0.460655738,0.363934426,0.363934426,0.363934426,27.965,31.61904762,25.10952381,9.11,31.53684211
2014_12_10,2014,12,10,0.298360656,0.295081967,0.295081967,0.295081967,28.31,32.63333333,25.80952381,9.975,34.275
2014_12_11,2014,12,11,16.96885246,9.496721311,11.26885246,13.37540984,27.305,31.84761905,24.60952381,8.05,32.38
2014_12_12,2014,12,12,2.678688525,1.831147541,2.372131148,2.601639344,27.98,32.2952381,25.27619048,9.54,33.535
2014_12_13,2014,12,13,20.37704918,11.46721311,15.33770492,17.94754098,27.47,31.64285714,24.6952381,8.36,33.11
2014_12_14,2014,12,14,1.703278689,1.486885246,1.621311475,1.67704918,28.165,32.3047619,25.36666667,7.485,27.61578947
2014_12_15,2014,12,15,0.568852459,0.550819672,0.550819672,0.550819672,27.945,31.9047619,25.3952381,8.785,34.16842105
2014_12_16,2014,12,16,1.362295082,0.659016393,1.02295082,1.232786885,26.885,29.74285714,25.03333333,6.58,22.15263158
2014_12_17,2014,12,17,36.63934426,21.16721311,28.85409836,33.46721311,26.3,30.44285714,23.71428571,6.045,32.58421053
2014_12_18,2014,12,18,10.9557377,7.078688525,8.608196721,9.301639344,27.375,32.35238095,24.81904762,9.04,35.60526316
2014_12_19,2014,12,19,27.5442623,7.596721311,11.02295082,14.34918033,25.115,26.24285714,23.98095238,7.205,33.365
2014_12_20,2014,12,20,12.74262295,9.985245902,11.71311475,12.17213115,26.82,32.56190476,24.32380952,6.985,38.04736842
2014_12_21,2014,12,21,12.22295082,9.363934426,11.46229508,12.03114754,26.91,31.92380952,24.77619048,7.17,35.62631579
2014_12_22,2014,12,22,3.345901639,2.014754098,2.729508197,3.142622951,26.81,30.55714286,24.8,6.74,27.16315789
2014_12_23,2014,12,23,2.632786885,2.173770492,2.354098361,2.452459016,26.32,28.71428571,25.025,7.59,29.1
2014_12_24,2014,12,24,14.36229508,7.8,11.02459016,12.97540984,26.63,31.10952381,24.62,6.94,30.24210526
2014_12_25,2014,12,25,1.809836066,1.208196721,1.440983607,1.585245902,27.23,30.7,25.11,5.845,21.81578947
2014_12_26,2014,12,26,53.30163934,15.6147541,22.36393443,30.29508197,25.22,28.55714286,23.68571429,6.59,31.71052632
2014_12_27,2014,12,27,25.61967213,11.69508197,14.48360656,16.44754098,25.755,30.70952381,23.63333333,5.725,30.05263158
2014_12_28,2014,12,28,2.162295082,1.303278689,1.518032787,1.627868852,26.29,29.77619048,24.16666667,8.545,28.97894737
2014_12_29,2014,12,29,4.381967213,2.409836066,3.32295082,4.060655738,25.66,28.82857143,24.00952381,11.81,40.74736842
2014_12_30,2014,12,30,0,0,0,0,25.36,26.8952381,24.2047619,10.015,35.105
2014_12_31,2014,12,31,0.02295082,0.02295082,0.02295082,0.02295082,26.375,29.1,24.75714286,10.075,31.285
2015_01_01,2015,1,1,0.29516129,0.222580645,0.229032258,0.261290323,25.96,27.51904762,24.69047619,8.77,29.045
2015_01_02,2015,1,2,0.009677419,0.009677419,0.009677419,0.009677419,26.87,29.84285714,24.5952381,11.885,37.6
2015_01_03,2015,1,3,0.267741935,0.180645161,0.206451613,0.206451613,27.245,31.04761905,24.62380952,10.99,33.34
2015_01_04,2015,1,4,0.003225806,0.003225806,0.003225806,0.003225806,27.705,32.0047619,24.67619048,10.53,32.235
2015_01_05,2015,1,5,0.135483871,0.116129032,0.132258065,0.132258065,27.93,32.55238095,24.88095238,9.04,28.14
2015_01_06,2015,1,6,30.40645161,14.58387097,18.48870968,22.36451613,26.91,32.17142857,24.38095238,8.055,33.45
2015_01_07,2015,1,7,6.472580645,4.948387097,5.832258065,6.196774194,26.54,30.95714286,24.53809524,7.445,27.205
2015_01_08,2015,1,8,15.02096774,7.983870968,10.19677419,11.20483871,25.92,29.9,24.18571429,7.065,29.66
2015_01_09,2015,1,9,1.187096774,0.567741935,0.872580645,1.020967742,25.03,27.22380952,23.97142857,8.83,27.43
2015_01_10,2015,1,10,3.548387097,2.867741935,2.980645161,3.256451613,26.35,31.62380952,23.78095238,8.7,31.055
2015_01_11,2015,1,11,7.019354839,4.987096774,5.374193548,5.624193548,26.665,29.94761905,24.5,8.94,31.085
2015_01_12,2015,1,12,0.567741935,0.564516129,0.564516129,0.564516129,27.5,31.41904762,25.3,12.455,36.635
2015_01_13,2015,1,13,0,0,0,0,27.565,31.74761905,24.85714286,13.805,39.41
2015_01_14,2015,1,14,0.003225806,0.003225806,0.003225806,0.003225806,27.55,31.41428571,25.08571429,12.885,37.555
2015_01_15,2015,1,15,0,0,0,0,27.49,31.71904762,24.87142857,12.92,36.715
2015_01_16,2015,1,16,0,0,0,0,27.11,31.62380952,24.05714286,11.96,34.775
2015_01_17,2015,1,17,0,0,0,0,27.065,31.66190476,24.08095238,12.015,35.555
2015_01_18,2015,1,18,0,0,0,0,26.86,30.97619048,24.2047619,13.555,38.23
2015_01_19,2015,1,19,0.058064516,0.048387097,0.05483871,0.058064516,26.895,31.17619048,24.42857143,13.35,36.29
2015_01_20,2015,1,20,0,0,0,0,26.855,30.82380952,24.42857143,13.42,36.36
2015_01_21,2015,1,21,18.35,12.18709677,14.80483871,15.60322581,26.43,30.74285714,24.11904762,10.97,35.795
2015_01_22,2015,1,22,0.016129032,0.016129032,0.016129032,0.016129032,26.92,30.54285714,24.66666667,13.375,37.62
2015_01_23,2015,1,23,0.151612903,0.14516129,0.14516129,0.151612903,26.6,30.28095238,24.19047619,13.065,39.055
2015_01_24,2015,1,24,0.525806452,0.438709677,0.503225806,0.509677419,26.75,30.63809524,24.70952381,11.2,32.985
2015_01_25,2015,1,25,0.616129032,0.522580645,0.593548387,0.6,26.84,30.74285714,24.61428571,11.125,30.895
2015_01_26,2015,1,26,0,0,0,0,27.025,31.01904762,24.77619048,11.915,34.175
2015_01_27,2015,1,27,0,0,0,0,27.3,31.88571429,24.35714286,11.28,31.98
2015_01_28,2015,1,28,0.872580645,0.848387097,0.858064516,0.867741935,27.1,32.01818182,23.83636364,9.285714286,28.94761905
2015_01_29,2015,1,29,0.006451613,0.006451613,0.006451613,0.006451613,26.75714286,29.60454545,25,10.90952381,33.17619048
2015_01_30,2015,1,30,0.129032258,0.119354839,0.125806452,0.129032258,26.95714286,31.03181818,24.58636364,10.58095238,34.76190476
2015_01_31,2015,1,31,0,0,0,0,27.265,31.67272727,24.92727273,13.43809524,38.9952381
2015_02_01,2015,2,1,0,0,0,0,26.645,30.99090909,23.80454545,12.16818182,41.26363636
2015_02_02,2015,2,2,2.709677419,1.853225806,2.066129032,2.266129032,25.98095238,28.72272727,24.18636364,9.536363636,35.80909091
2015_02_03,2015,2,3,0.019354839,0.019354839,0.019354839,0.019354839,26.15238095,29.59545455,24.30454545,10.53181818,33.1
2015_02_04,2015,2,4,3.453225806,2.440322581,2.975806452,3.170967742,25.65238095,27.86818182,23.64545455,10.26818182,33.93181818
2015_02_05,2015,2,5,0.151612903,0.122580645,0.122580645,0.122580645,26.78571429,30.16818182,24.71363636,14.06363636,42.69090909
2015_02_06,2015,2,6,12.83387097,6.259677419,7.808064516,9.606451613,25.8952381,29.44090909,23.55454545,11.75909091,40.79545455
2015_02_07,2015,2,7,0.051612903,0.041935484,0.041935484,0.04516129,26.51904762,30.08181818,24.37727273,13.04090909,40.27272727
2015_02_08,2015,2,8,0,0,0,0,26.53809524,30.43636364,24.10454545,13.18181818,39.03181818
2015_02_09,2015,2,9,0,0,0,0,26.71428571,30.66363636,24.57727273,15.13181818,42.68181818
2015_02_10,2015,2,10,0,0,0,0,26.775,31.14,23.76,19.825,47.675
2015_02_11,2015,2,11,0,0,0,0,26.625,31.78,22.98,16.65,36.65
2015_02_12,2015,2,12,0.041935484,0.038709677,0.038709677,0.038709677,26.5,31.6,22.68,17.175,39.35
2015_02_13,2015,2,13,0,0,0,0,26.45,31.08,23.34,11.99090909,36.65
2015_02_14,2015,2,14,0,0,0,0,26.68421053,30.85,23.80909091,11.28636364,32.69090909
2015_02_15,2015,2,15,0,0,0,0,27.13333333,32.11818182,23.95,10.73636364,30.80454545
2015_02_16,2015,2,16,0,0,0,0,27.6047619,32.46818182,24.54545455,12.17272727,34.37727273
2015_02_17,2015,2,17,0,0,0,0,27.53333333,32.19545455,24.7952381,12.46363636,34.56363636
2015_02_18,2015,2,18,1.874193548,1.177419355,1.319354839,1.609677419,27.42857143,32.56363636,24.45454545,11.1,35.39090909
2015_02_19,2015,2,19,21.11451613,10.80967742,15.46774194,19.04677419,26.51904762,31.58181818,22.94090909,10.59545455,39.30454545
2015_02_20,2015,2,20,0,0,0,0,27.42380952,31.75909091,25.03181818,11.66363636,33.00909091
2015_02_21,2015,2,21,0,0,0,0,27.23809524,32,24.43636364,10.83636364,31.7
2015_02_22,2015,2,22,0.038709677,0.038709677,0.038709677,0.038709677,27.3047619,31.66818182,24.50909091,11.35909091,32.66818182
2015_02_23,2015,2,23,9.443548387,6.361290323,8.180645161,9.212903226,27.43809524,33.50909091,24.52727273,10.16818182,32.20909091
2015_02_24,2015,2,24,0.016129032,0.016129032,0.016129032,0.016129032,27.315,30.57272727,24.89545455,10.22272727,32.79545455
2015_02_25,2015,2,25,3.793548387,2.896774194,3.409677419,3.609677419,27.29047619,32.05454545,23.98181818,10.06818182,33.95454545
2015_02_26,2015,2,26,0.832258065,0.735483871,0.816129032,0.829032258,27.43809524,31.63636364,24.69545455,9.795454545,30.35909091
2015_02_27,2015,2,27,0,0,0,0,27.93333333,32.85454545,23.32272727,11.71818182,35.94090909
2015_02_28,2015,2,28,0,0,0,0,28.36666667,33.36363636,25.16363636,12.09545455,34.61363636
2015_03_01,2015,3,1,0.525806452,0.451612903,0.474193548,0.487096774,28.26190476,33.30454545,25.24545455,11.46818182,37.97727273
2015_03_02,2015,3,2,7.638709677,4.522580645,6.512903226,7.512903226,27.37142857,33.02727273,24.11363636,9.290909091,35.67727273
2015_03_03,2015,3,3,0.058064516,0.058064516,0.058064516,0.058064516,28.01428571,32.40454545,25.39090909,9.040909091,29.81363636
2015_03_04,2015,3,4,6.272580645,3.983870968,5.274193548,5.780645161,27.80952381,32.79545455,25.18181818,8.181818182,32
2015_03_05,2015,3,5,0.180645161,0.180645161,0.180645161,0.180645161,27.91428571,33.18636364,24.93181818,8.690909091,30.24090909
2015_03_06,2015,3,6,0.138709677,0.116129032,0.125806452,0.125806452,27.85714286,32.45,24.59545455,8.536363636,26.23636364
2015_03_07,2015,3,7,0,0,0,0,28.38095238,32.80454545,25.29545455,10.24090909,32.20909091
2015_03_08,2015,3,8,2.929032258,2.75483871,2.809677419,2.838709677,28.04285714,33.10454545,25.20454545,7.713636364,30.89090909
2015_03_09,2015,3,9,8.79516129,4.796774194,6.296774194,7.064516129,27.515,32.08636364,24.73181818,9.654545455,40.00909091
2015_03_10,2015,3,10,1.212903226,1.077419355,1.112903226,1.119354839,27.785,32.71363636,24.70909091,9.404545455,38.60909091
2015_03_11,2015,3,11,12.63709677,4.140322581,4.991935484,6.285483871,25.7047619,27.94090909,24.30909091,8.290909091,34.22272727
2015_03_12,2015,3,12,0.035483871,0.035483871,0.035483871,0.035483871,27.33333333,31.34090909,24.80454545,9.645454545,32.70909091
2015_03_13,2015,3,13,0,0,0,0,27.62857143,32.27272727,24.68181818,10.69090909,31.90909091
2015_03_14,2015,3,14,13.69354839,7.274193548,10.20322581,12.48709677,27.64761905,32.70909091,24.48636364,10.07727273,33.48181818
2015_03_15,2015,3,15,3.837096774,2.516129032,2.932258065,3.174193548,27.44285714,31.61818182,24.92272727,9.104545455,32.19090909
2015_03_16,2015,3,16,3.520967742,2.383870968,2.927419355,3.083870968,27.81904762,32.66363636,25.45909091,7.472727273,26.81818182
2015_03_17,2015,3,17,2.396774194,1.729032258,2.114516129,2.19516129,28.2,32.46363636,25.81818182,9.018181818,26.25909091
2015_03_18,2015,3,18,0.022580645,0.022580645,0.022580645,0.022580645,28.33809524,32.70454545,25.88636364,9.05,27.13181818
2015_03_19,2015,3,19,8.316129032,5.967741935,6.991935484,7.19516129,28.21428571,32.42727273,25.80454545,8.145454545,30.97727273
2015_03_20,2015,3,20,0.148387097,0.138709677,0.138709677,0.141935484,28.48571429,32.71818182,25.62727273,7.331818182,26.98181818
2015_03_21,2015,3,21,7.583870968,5.306451613,6.138709677,6.503225806,28.32380952,33.38636364,25.45,7.895454545,31.48181818
2015_03_22,2015,3,22,37.72903226,23.82903226,32.01129032,34.27903226,27.11428571,32.58181818,23.13636364,6.704545455,41.97272727
2015_03_23,2015,3,23,0.674193548,0.490322581,0.648387097,0.664516129,28.17142857,32.99545455,25.33181818,9.209090909,29.78181818
2015_03_24,2015,3,24,0.098387097,0.067741935,0.083870968,0.096774194,28.30952381,31.63181818,26.15454545,9.813636364,29.6
2015_03_25,2015,3,25,0,0,0,0,28.87619048,33.08181818,26.55,12.54090909,38.04545455
2015_03_26,2015,3,26,0.035483871,0.035483871,0.035483871,0.035483871,28.82380952,32.78181818,26.25909091,12.34545455,37.93636364
2015_03_27,2015,3,27,0.00483871,0.003225806,0.003225806,0.003225806,28.84,32.67272727,26.24090909,11.88636364,37.17727273
2015_03_28,2015,3,28,4.703225806,3.222580645,3.396774194,3.825806452,28.08,31.22727273,25.89090909,9.681818182,39.58636364
2015_03_29,2015,3,29,23.41129032,11.2983871,14.98064516,19.37741935,26.77,29.02727273,24.06818182,6.522727273,37.71818182
2015_03_30,2015,3,30,0.217741935,0.15483871,0.206451613,0.212903226,28.41428571,32.61818182,25.43181818,9.327272727,32.09090909
2015_03_31,2015,3,31,10.84032258,7.329032258,7.583870968,7.683870968,27.8,32.21818182,25.50909091,7.013636364,34.36363636
2015_04_01,2015,4,1,10.29193548,7.896774194,8.917741935,9.306451613,27.16666667,32.47727273,24.91818182,5.65,29.75454545
2015_04_02,2015,4,2,27.27741935,20.97903226,24.24516129,25.43870968,26.86190476,32.57727273,23.72727273,6.281818182,42.45
2015_04_03,2015,4,3,1.533870968,1.290322581,1.448387097,1.45483871,27.53333333,30.81818182,25.15,5.731818182,30.41428571
2015_04_04,2015,4,4,5.735483871,3.408064516,4.066129032,4.708064516,28.46666667,33.29545455,25.56818182,7.136363636,28.7952381
2015_04_05,2015,4,5,6.611290323,3.680645161,4.248387097,4.541935484,27.72380952,30.97272727,25.82727273,5.240909091,27.4047619
