Date,Year,Month,Day,Daily_Rainfall_Total_mm,Highest_30_Min_Rainfall_mm,Highest_60_Min_Rainfall_mm,Highest_120_Min_Rainfall_mm,Mean_Temperature_C,Maximum_Temperature_C,Minimum_Temperature_C,Mean_Wind_Speed_kmh,Max_Wind_Speed_kmh
2014_02_14,2014,2,14,5.348387097,3.462903226,4.720967742,5.096774194,27.40526316,31.915,24.63,11.63,36.66842105
2014_02_15,2014,2,15,0.012903226,0.012903226,0.012903226,0.012903226,27.62105263,31.825,25.01,13.185,39.14736842
2014_02_16,2014,2,16,3.85,2.461290323,3.274193548,3.530645161,27.34736842,32.09,24.425,11.205,36.84210526
2014_02_17,2014,2,17,0.019354839,0.019354839,0.019354839,0.019354839,27.55555556,31.75,25.14,12.315,34.15263158
2014_02_18,2014,2,18,0.425806452,0.332258065,0.367741935,0.367741935,27.75555556,32.51,25.02,10.865,33.12631579
2014_02_19,2014,2,19,0.003225806,0.003225806,0.003225806,0.003225806,27.65263158,32.37,24.82,10.015,31.07894737
2014_02_20,2014,2,20,0,0,0,0,27.72631579,32.05,25.055,13.165,39.40526316
2014_02_21,2014,2,21,0,0,0,0,27.53684211,30.845,25.33,13.955,41.60526316
2014_02_22,2014,2,22,0,0,0,0,27.94736842,32.86,24.825,14.72,43.46842105
2014_02_23,2014,2,23,0,0,0,0,27.35789474,31.915,24.26,11.535,41.89473684
2014_02_24,2014,2,24,0,0,0,0,27.22631579,31.945,24.235,12.29,37.80526316
2014_02_25,2014,2,25,0,0,0,0,27.04736842,31.795,23.87,11.39,35.63684211
2014_02_26,2014,2,26,0,0,0,0,27.36842105,31.905,24.33,12.43,38.04736842
2014_02_27,2014,2,27,0,0,0,0,27.82105263,32.945,24.57,12.83,40.05789474
2014_02_28,2014,2,28,0,0,0,0,27.68888889,32.37368421,24.75263158,12.095,37.74210526
2014_03_01,2014,3,1,0.101587302,0.098412698,0.101587302,0.101587302,27.525,32.32380952,24.97142857,11.8047619,36.935
2014_03_02,2014,3,2,0,0,0,0,27.895,33.23809524,24.64761905,9.980952381,31.07
2014_03_03,2014,3,3,0.326984127,0.317460317,0.326984127,0.326984127,27.7,32.67142857,24.85238095,10.21904762,33.27
2014_03_04,2014,3,4,0,0,0,0,27.765,33.03333333,24.8,10.61428571,32.265
2014_03_05,2014,3,5,0,0,0,0,27.81,33.82380952,24.34761905,11.7,36.37
2014_03_06,2014,3,6,0,0,0,0,27.38571429,32.16818182,24,10.63181818,37.22857143
2014_03_07,2014,3,7,0,0,0,0,27.67619048,32.34090909,24.33636364,10.42727273,33.05714286
2014_03_08,2014,3,8,0.176190476,0.161904762,0.168253968,0.168253968,27.83809524,32.8,24.90454545,10.84545455,33.51904762
2014_03_09,2014,3,9,0,0,0,0,27.64285714,32.61818182,24.42727273,12.27272727,36.45714286
2014_03_10,2014,3,10,0,0,0,0,27.71428571,32.26363636,24.77272727,12.50454545,37.97619048
2014_03_11,2014,3,11,0,0,0,0,28.25714286,33.60909091,24.86363636,13.33636364,38.01428571
2014_03_12,2014,3,12,0,0,0,0,28.14761905,33.18181818,25.15,12.59090909,36.16190476
2014_03_13,2014,3,13,0,0,0,0,28.32857143,33.66818182,24.98636364,10.55909091,32.9047619
2014_03_14,2014,3,14,0,0,0,0,28.64761905,33.92727273,25.4,10.81363636,37.94285714
2014_03_15,2014,3,15,0.226984127,0.212698413,0.215873016,0.219047619,28.42857143,31.95,25.92727273,11.47272727,36.53809524
2014_03_16,2014,3,16,30.89365079,10.24603175,13.16825397,18.4015873,26.03333333,27.98181818,23.95909091,6.804545455,36.01428571
2014_03_17,2014,3,17,19.25555556,9.223809524,11.75714286,12.58571429,26.06666667,28.89545455,24.24545455,6.677272727,33.75714286
2014_03_18,2014,3,18,23.35555556,11.59206349,14.39047619,18.26507937,26.49047619,30.70454545,24.55,6.609090909,31.84285714
2014_03_19,2014,3,19,9.501587302,5.43968254,6.350793651,7.414285714,26.66190476,31.69090909,24.77727273,6.609090909,30.31904762
2014_03_20,2014,3,20,16.84285714,10.12698413,12.72380952,14.59047619,27.055,32.47142857,24.68095238,6.566666667,31.835
2014_03_21,2014,3,21,4.201587302,3.477777778,3.823809524,3.868253968,27.445,32.01428571,24.78571429,6.79047619,25.1
2014_03_22,2014,3,22,0.006349206,0.006349206,0.006349206,0.006349206,27.455,31.18095238,24.52380952,9.880952381,31.045
2014_03_23,2014,3,23,0,0,0,0,27.95263158,32.845,24.37,10.81,34.44210526
2014_03_24,2014,3,24,0,0,0,0,28.08421053,32.725,24.815,10.32380952,33.085
2014_03_25,2014,3,25,0.022222222,0.019047619,0.019047619,0.022222222,28.46,33.33333333,25.37142857,11.79047619,35.805
2014_03_26,2014,3,26,0.565079365,0.476190476,0.520634921,0.565079365,28.43,32.97142857,25.74761905,9.814285714,33.87
2014_03_27,2014,3,27,0.168253968,0.161904762,0.168253968,0.168253968,28.815,33.50952381,25.68095238,9.023809524,29.35
2014_03_28,2014,3,28,1.119047619,0.907936508,0.923809524,0.923809524,28.625,32.89047619,26.01904762,8.628571429,30.15
2014_03_29,2014,3,29,4.046031746,2.476190476,2.653968254,2.796825397,28.255,32.78095238,26.06666667,6.461904762,28.915
2014_03_30,2014,3,30,2.279365079,1.879365079,2.034920635,2.123809524,28.38,32.57142857,25.7047619,6.557142857,24.765
2014_03_31,2014,3,31,1.387301587,0.858730159,1.196825397,1.225396825,28.71052632,33.04285714,26.28571429,7.545,30.14736842
2014_04_01,2014,4,1,2.266666667,1.758730159,1.888888889,1.895238095,28.37368421,32.38571429,25.86190476,6.104761905,25.315
2014_04_02,2014,4,2,0.234920635,0.196825397,0.231746032,0.231746032,28.885,32.82380952,26.19047619,6.461904762,23.59
2014_04_03,2014,4,3,0.747619048,0.682539683,0.701587302,0.704761905,29.245,34.01904762,26.68571429,8.3,34.86
2014_04_04,2014,4,4,7.866666667,4.979365079,5.925396825,6.36031746,28.215,32.4952381,25.48095238,6.095238095,29.975
2014_04_05,2014,4,5,27.19365079,12.7015873,15.14603175,17.71111111,26.35,28.10952381,23.78571429,6.471428571,34.415
2014_04_06,2014,4,6,0.352380952,0.244444444,0.304761905,0.314285714,28.47,32.55714286,25.3047619,8.538095238,29.36
2014_04_07,2014,4,7,1.265079365,1.10952381,1.234920635,1.241269841,28.725,34.1,25.31428571,6.885714286,29.09
2014_04_08,2014,4,8,6.403174603,3.773015873,4.547619048,5.334920635,27.9,32.47727273,25.25,6.845454545,28.61904762
2014_04_09,2014,4,9,2.136507937,1.720634921,1.749206349,1.755555556,27.93809524,33.23636364,24.82727273,6.345454545,30.6
2014_04_10,2014,4,10,3.40952381,2.968253968,3.304761905,3.346031746,27.97619048,32.04090909,25.20454545,5.918181818,28.85909091
2014_04_11,2014,4,11,9.133333333,5.53968254,6.971428571,7.825396825,27.80952381,32.86818182,24.70454545,6.331818182,31.47272727
2014_04_12,2014,4,12,3.803174603,1.752380952,2.126984127,2.736507937,26.97619048,30.15909091,23.93636364,5.463636364,35.33636364
2014_04_13,2014,4,13,4.974603175,4.276190476,4.593650794,4.701587302,28.3,33.00454545,25.26818182,6.3,27.08181818
2014_04_14,2014,4,14,26.36349206,16.67936508,22.26349206,24.38095238,28.05238095,33.49545455,24.1,6.554545455,36.50909091
2014_04_15,2014,4,15,2.06031746,1.320634921,1.412698413,1.419047619,28.4047619,33.09090909,25.37272727,6.413636364,26.80952381
2014_04_16,2014,4,16,3.171428571,2.142857143,2.453968254,2.517460317,28.46666667,32.53181818,25.66818182,5.55,27.18571429
2014_04_17,2014,4,17,9.604761905,5.685714286,6.761904762,6.920634921,28.35238095,32.21818182,25.63181818,5.440909091,26.31363636
2014_04_18,2014,4,18,14.57301587,9.028571429,11.35079365,13.26507937,27.68571429,30.7,25.38636364,5.918181818,31.50909091
2014_04_19,2014,4,19,0.012698413,0.012698413,0.012698413,0.012698413,28.88095238,32.89090909,25.69545455,6.059090909,22.73333333
2014_04_20,2014,4,20,2.228571429,1.663492063,1.904761905,2.063492063,27.98095238,30.80909091,25.85,6.004545455,35.39047619
2014_04_21,2014,4,21,5.665079365,2.801587302,4.025396825,4.73968254,26.82380952,29.49090909,25.16363636,5.995454545,36.44285714
2014_04_22,2014,4,22,3.831746032,2.453968254,2.707936508,2.768253968,27.8047619,33.82727273,25.09090909,5.309090909,30.77619048
2014_04_23,2014,4,23,14.57460317,9.826984127,12.74285714,13.3015873,28.12380952,33.14090909,25.04090909,5.436363636,33.06190476
2014_04_24,2014,4,24,9.476190476,6.407936508,7.938095238,8.495238095,28.34285714,33.23636364,25.27272727,7.172727273,31.56190476
2014_04_25,2014,4,25,7.566666667,4.347619048,5.747619048,6.553968254,28.39047619,33.35,25.28636364,5.736363636,27.44285714
2014_04_26,2014,4,26,5.519047619,4.76031746,5.20952381,5.282539683,28.57142857,32.90909091,26.40454545,5.427272727,26.77142857
2014_04_27,2014,4,27,6.293650794,5.368253968,6.184126984,6.276190476,28.43333333,32.45454545,24.82727273,5.954545455,33.48571429
2014_04_28,2014,4,28,9.596825397,5.314285714,6.796825397,8.155555556,28.6952381,32.36818182,25.34545455,6.440909091,28.23809524
2014_04_29,2014,4,29,7.519047619,6.482539683,7.171428571,7.314285714,28.51428571,31.83636364,25.75,5.631818182,31.26666667
2014_04_30,2014,4,30,3.566666667,2.180952381,2.79047619,2.968253968,28.48,31.95,26.15,5.572727273,21.80952381
2014_05_01,2014,5,1,4.795238095,3.13015873,4.015873016,4.203174603,28.275,31.24090909,24.72727273,6.236363636,38.06666667
2014_05_02,2014,5,2,0.766666667,0.63968254,0.741269841,0.763492063,29.46666667,32.82727273,26.86818182,6.163636364,22.25238095
2014_05_03,2014,5,3,6.111111111,3.226984127,3.757142857,4.392063492,29.22857143,33.69545455,27.01363636,7.254545455,29.65238095
2014_05_04,2014,5,4,7.298412698,4.096825397,5.522222222,6.552380952,29.1047619,33.62272727,26.46363636,6.445454545,28.4
2014_05_05,2014,5,5,4.053968254,2.207936508,2.842857143,2.898412698,29.17619048,33.36363636,26.65909091,6.836363636,29.92380952
2014_05_06,2014,5,6,3.565079365,3.414285714,3.43968254,3.452380952,29.47619048,33.19545455,26.65,7.095454545,30.96190476
2014_05_07,2014,5,7,21.51904762,12.9031746,16.75555556,18.40634921,28.18571429,33.57272727,24.76363636,6.345454545,32.21428571
2014_05_08,2014,5,8,10.47619048,7.461904762,8.231746032,8.304761905,27.54285714,31.82272727,24.81363636,5.404545455,30.75714286
2014_05_09,2014,5,9,3.498412698,2.425396825,2.663492063,2.742857143,28.7,32.17272727,26.72272727,5.540909091,22.00952381
2014_05_10,2014,5,10,0.055555556,0.049206349,0.049206349,0.052380952,29.76666667,33.53636364,27.4952381,6.768181818,27.4047619
2014_05_11,2014,5,11,4.682539683,2.950793651,3.757142857,3.893650794,28.78571429,33.30454545,26.32272727,5.586363636,26.56666667
2014_05_12,2014,5,12,2.619047619,1.796825397,2.028571429,2.06031746,28.1952381,31.74090909,26.17272727,5.463636364,33.00952381
2014_05_13,2014,5,13,0,0,0,0,29.24761905,33.19545455,26.02727273,6.127272727,25.17619048
2014_05_14,2014,5,14,13.66031746,9.550793651,12.02222222,12.85238095,28.07619048,30.55909091,24.82727273,8.636363636,35.8
2014_05_15,2014,5,15,1.147619048,1.114285714,1.133333333,1.142857143,29.36190476,32.84090909,26.82380952,7.172727273,25.22380952
2014_05_16,2014,5,16,22.1952381,13.37301587,18.8031746,20.91111111,28.42380952,31.48181818,23.70454545,6.459090909,43.75238095
2014_05_17,2014,5,17,13.00793651,8.619047619,10.97777778,11.76190476,28.41428571,31.06363636,25.74090909,7.168181818,36.72857143
2014_05_18,2014,5,18,37.84920635,15.23333333,19.57142857,23.52698413,26.61904762,28.87727273,24.23181818,5.595454545,33.47619048
2014_05_19,2014,5,19,19.32539683,10.67301587,14.63650794,16.02222222,27.23333333,30.37727273,23.06363636,7.518181818,37.71904762
2014_05_20,2014,5,20,5.468253968,1.892063492,2.741269841,3.952380952,27.60952381,32.44090909,23.59090909,5.577272727,24.91904762
2014_05_21,2014,5,21,5.382539683,2.398412698,3.085714286,3.426984127,27.97619048,32.38181818,25.71363636,5.609090909,26.67142857
2014_05_22,2014,5,22,0.068253968,0.033333333,0.033333333,0.033333333,28.9047619,32.38181818,26.1,7.772727273,29.01904762
2014_05_23,2014,5,23,14.67619048,8.620634921,11.71587302,13.50952381,27.18571429,30.47272727,24.20909091,5.831818182,33.15714286
2014_05_24,2014,5,24,0.00952381,0.00952381,0.00952381,0.00952381,28.4952381,32.95909091,25.35454545,6.954545455,29.80952381
2014_05_25,2014,5,25,1.274603175,0.936507937,1.034920635,1.142857143,29.16190476,33.05,26.51363636,6.254545455,25.74761905
2014_05_26,2014,5,26,5.011111111,3.612698413,3.971428571,4.003174603,28.36190476,32.08181818,26.3,5.736363636,29.41428571
2014_05_27,2014,5,27,1.350793651,1.168253968,1.320634921,1.33968254,27.96666667,30.75,25.37272727,7.454545455,31.38095238
2014_05_28,2014,5,28,4.676190476,3.215873016,3.673015873,3.893650794,28.72857143,32.95454545,25.71363636,7.25,26.54761905
2014_05_29,2014,5,29,2.495238095,1.842857143,2.13015873,2.265079365,29,32.84090909,25.75909091,5.536363636,23.42380952
2014_05_30,2014,5,30,15.4952381,7.944444444,9.495238095,9.868253968,27.93333333,31.27727273,25.11818182,7,33.61904762
2014_05_31,2014,5,31,0.793650794,0.671428571,0.719047619,0.722222222,28.95714286,31.73636364,25.95909091,8.313636364,30.91904762
2014_06_01,2014,6,1,13.35079365,8.668253968,9.214285714,9.519047619,28.38095238,31.80909091,25.08636364,6.381818182,35.24761905
2014_06_02,2014,6,2,2.126984127,1.258730159,1.328571429,1.420634921,28.66190476,31.63636364,26.58181818,5.490909091,28.57619048
2014_06_03,2014,6,3,1.044444444,0.73968254,0.815873016,0.866666667,29.24761905,32.08181818,27.09090909,7.340909091,30.3047619
2014_06_04,2014,6,4,8.734920635,4.663492063,5.141269841,5.557142857,27.88571429,29.40909091,25.84545455,6.186363636,29.02380952
2014_06_05,2014,6,5,13.81587302,5.817460317,6.957142857,8.36984127,27.01428571,29.83181818,24.92727273,8.609090909,38.12857143
2014_06_06,2014,6,6,22.06190476,11.83492063,13.98095238,18.20634921,27.36190476,30.98181818,24.93181818,7.15,37.5952381
2014_06_07,2014,6,7,1.788888889,1.171428571,1.276190476,1.387301587,28.82857143,32.44090909,26.02272727,8.059090909,29.86666667
2014_06_08,2014,6,8,0.188888889,0.152380952,0.152380952,0.152380952,29.82857143,33.16818182,27.36818182,8.254545455,27.61904762
2014_06_09,2014,6,9,0.83015873,0.80952381,0.815873016,0.815873016,29.52380952,33.80454545,27.26818182,6.545454545,29.97142857
2014_06_10,2014,6,10,2.179365079,1.393650794,1.66984127,1.768253968,29.51904762,33.75,26.72727273,6.745454545,32.67142857
2014_06_11,2014,6,11,0.041269841,0.041269841,0.041269841,0.041269841,30.04285714,33.43636364,27.27272727,7.668181818,27.05238095
2014_06_12,2014,6,12,10.47460317,6.785714286,8.382539683,9.517460317,28.995,32.98095238,23.32380952,8.918181818,57.82857143
2014_06_13,2014,6,13,0,0,0,0,29.83333333,33.04090909,27.51363636,7.322727273,24.78571429
2014_06_14,2014,6,14,12.74761905,8.733333333,10.76031746,11.53650794,27.52380952,30.13181818,23.29090909,5.909090909,47.92380952
2014_06_15,2014,6,15,3.444444444,3.038095238,3.412698413,3.419047619,29.33809524,32.12727273,26.93181818,7.577272727,25.24761905
2014_06_16,2014,6,16,0,0,0,0,30.1,32.97727273,28.13636364,8.704545455,28.46666667
2014_06_17,2014,6,17,0,0,0,0,30.35714286,33.35909091,28.01363636,9.109090909,27.20909091
2014_06_18,2014,6,18,9.106349206,5.79047619,6.992063492,7.834920635,28.73809524,32.48181818,23.59090909,8.413636364,43.33181818
2014_06_19,2014,6,19,6.977777778,5.7,6.528571429,6.579365079,29.13333333,33.18636364,24.46363636,7.522727273,39
2014_06_20,2014,6,20,0,0,0,0,30.3,33.46363636,28.29545455,9.018181818,26.32727273
2014_06_21,2014,6,21,0,0,0,0,30.60952381,33.87727273,27.95454545,7.768181818,26.46363636
2014_06_22,2014,6,22,4.214285714,3.650793651,3.742857143,3.746031746,29.75714286,33.05454545,27.06363636,7.768181818,29.09545455
2014_06_23,2014,6,23,0,0,0,0,29.72857143,33.03636364,27.35454545,6.627272727,26.26818182
2014_06_24,2014,6,24,9.761904762,6.834920635,7.511111111,9.09047619,29.32857143,32.93181818,24.8,6.477272727,32.16818182
2014_06_25,2014,6,25,8.111111111,5.671428571,6.947619048,7.326984127,28.465,31.3,24.05238095,8.504761905,39.21428571
2014_06_26,2014,6,26,0.261904762,0.241269841,0.247619048,0.247619048,29.375,32.55238095,27.1047619,8.60952381,30.14761905
2014_06_27,2014,6,27,0.515873016,0.442857143,0.471428571,0.474603175,27.58,29.64285714,24.80952381,8.571428571,41.9
2014_06_28,2014,6,28,0,0,0,0,28.735,31.74761905,26.59047619,6.771428571,22.93333333
2014_06_29,2014,6,29,5.674603175,4.936507937,5.117460317,5.126984127,28.745,31.75714286,24.79047619,5.90952381,34.77619048
2014_06_30,2014,6,30,18.05396825,11.58571429,14.19365079,16.20793651,27.235,30.35714286,23.79047619,7.738095238,35.97142857
2014_07_01,2014,7,1,0.08,0.073333333,0.08,0.08,28.35,32.4952381,26.07142857,6,26.31904762
2014_07_02,2014,7,2,0,0,0,0,28.8,31.82380952,26.1952381,7.771428571,28.91904762
2014_07_03,2014,7,3,1.253333333,1.168333333,1.208333333,1.25,28.55,31.23333333,26.00952381,6.638095238,28.79047619
2014_07_04,2014,7,4,3.713333333,3.136666667,3.433333333,3.456666667,28.495,30.5952381,26.14285714,6.852380952,31.78571429
2014_07_05,2014,7,5,27.54833333,13.35833333,18.015,22.735,27.51,30.22857143,23.57619048,6.833333333,40.73809524
2014_07_06,2014,7,6,2.035,1.513333333,1.59,1.743333333,28.6,31.56190476,26.25714286,6.871428571,34.89047619
2014_07_07,2014,7,7,21.56166667,12.10833333,16.12166667,17.63,28.35,31.79047619,23.70952381,7.566666667,39.51904762
2014_07_08,2014,7,8,18.86666667,12.88,15.415,16.22166667,27.92,31.2,23.14761905,7.776190476,44.53809524
2014_07_09,2014,7,9,29.33166667,21.42833333,24.79333333,26.14333333,27.465,29.06190476,23.3,8.542857143,43.13809524
2014_07_10,2014,7,10,1.226666667,0.865,0.943333333,0.965,28.785,32.37142857,26.76190476,7.776190476,32.1952381
2014_07_11,2014,7,11,8.366666667,4.361666667,5.526666667,6.373333333,28.1,31.76190476,25.34761905,6.361904762,27.97142857
2014_07_12,2014,7,12,0.88,0.596666667,0.633333333,0.643333333,27.525,30.3952381,24.65238095,7.638095238,35.38095238
2014_07_13,2014,7,13,0,0,0,0,29.05,32.51428571,26.55238095,9.842857143,27.4
2014_07_14,2014,7,14,0,0,0,0,29.955,33.11904762,27.74761905,8.252380952,25.45714286
2014_07_15,2014,7,15,0,0,0,0,29.675,32.44761905,28.13809524,8.60952381,24.89047619
2014_07_16,2014,7,16,0.013333333,0.01,0.01,0.01,29.445,33.05714286,27,7.9,25.06666667
2014_07_17,2014,7,17,9.413333333,8.586666667,8.936666667,8.981666667,27.875,30.34761905,23.47619048,7.647619048,36.8
2014_07_18,2014,7,18,0,0,0,0,29.15,32.08571429,27.06190476,8.704761905,30.01428571
2014_07_19,2014,7,19,2.765,2.146666667,2.493333333,2.626666667,28.845,31.78095238,26.445,7.814285714,40.5952381
2014_07_20,2014,7,20,0,0,0,0,29.355,32.64285714,26.855,7.985714286,27.02857143
2014_07_21,2014,7,21,0.09,0.06,0.06,0.09,29.47,32.41428571,27.40952381,9.747619048,32.49047619
2014_07_22,2014,7,22,0.085,0.07,0.073333333,0.073333333,29.62,32.4047619,27.81428571,10.81428571,36.68571429
2014_07_23,2014,7,23,0.375,0.296666667,0.296666667,0.3,29.605,32.07619048,27.61904762,8.938095238,30.71904762
2014_07_24,2014,7,24,0,0,0,0,29.49,32.36666667,27.40952381,9.29047619,27.76190476
2014_07_25,2014,7,25,0,0,0,0,29.795,33.42380952,27.12380952,9.295238095,28.8
2014_07_26,2014,7,26,0,0,0,0,30.02,33.32380952,27.54761905,9.947619048,29.05238095
2014_07_27,2014,7,27,20.95833333,15.08333333,19.07,19.455,28.23,31.66666667,22.88571429,7.519047619,47.4952381
2014_07_28,2014,7,28,0.118333333,0.11,0.11,0.11,28.93,32.16190476,27.1,7.595238095,35.62857143
2014_07_29,2014,7,29,33.60333333,18.425,24.65833333,27.83666667,27.525,31.03333333,23.64285714,7.60952381,42.97142857
2014_07_30,2014,7,30,17.69333333,11.49333333,13.43,14.40166667,27.405,31.16190476,25.1047619,6.647619048,40.72857143
2014_07_31,2014,7,31,2.081666667,1.953333333,2.015,2.028333333,27.58,29.53333333,24.6952381,8.89,35.89
2014_08_01,2014,8,1,1.329508197,1.259016393,1.301639344,1.308196721,28.65789474,31.69047619,26.37142857,8.719047619,27.57142857
2014_08_02,2014,8,2,10.72295082,8.821311475,9.493442623,9.6,28.705,31.58571429,25.00952381,9.161904762,33.9952381
2014_08_03,2014,8,3,2.13442623,1.857377049,1.983606557,2.009836066,28.535,31.37619048,25.56666667,8.628571429,34.9047619
2014_08_04,2014,8,4,0.219672131,0.209836066,0.219672131,0.219672131,28.895,31.5952381,26.33333333,8.957142857,33.94285714
2014_08_05,2014,8,5,9.631147541,5.850819672,7.121311475,7.727868852,26.585,28.7,23.33333333,9.695238095,48.0047619
2014_08_06,2014,8,6,11.1704918,7.555737705,9.208196721,10.09016393,27.51052632,29.87142857,24.38095238,7.647619048,37.33809524
2014_08_07,2014,8,7,2.921311475,2.501639344,2.575409836,2.708196721,27.575,30.71428571,25.34285714,8.457142857,36.73809524
2014_08_08,2014,8,8,0.337704918,0.304918033,0.304918033,0.304918033,27.73,30.16666667,25.8,8.195238095,30.49047619
2014_08_09,2014,8,9,0.083606557,0.081967213,0.081967213,0.081967213,28.82,32.20952381,26.54761905,10.07142857,33.87142857
2014_08_10,2014,8,10,5.849180328,3.91147541,4.180327869,4.285245902,28.01,31.28095238,25.74285714,7.504761905,33.87142857
2014_08_11,2014,8,11,3.760655738,2.793442623,3.41147541,3.513114754,27.75,30.81904762,25.88571429,7.671428571,29.25714286
2014_08_12,2014,8,12,9.686885246,5.218032787,6.896721311,8.178688525,26.92,29.27142857,24.09047619,6.795238095,35.40952381
2014_08_13,2014,8,13,1.240983607,0.695081967,0.875409836,1.059016393,26.405,27.95714286,24.66666667,6.514285714,25.99047619
2014_08_14,2014,8,14,8.363934426,4.667213115,6.2,7.104918033,26.935,29.46190476,25.05238095,8.457142857,31.22857143
2014_08_15,2014,8,15,29.00983607,15.11147541,19.12295082,19.80491803,26.17368421,27.98,23.815,6.155,35.315
2014_08_16,2014,8,16,0.127868852,0.127868852,0.127868852,0.127868852,28.07368421,31.51,25.615,7.905,26.655
2014_08_17,2014,8,17,0.019672131,0.019672131,0.019672131,0.019672131,28.46315789,31.51,26.57,8.185,26.205
2014_08_18,2014,8,18,0.672131148,0.573770492,0.616393443,0.62295082,28.69444444,31.98947368,26.57894737,9.010526316,34.88947368
2014_08_19,2014,8,19,12.21639344,9.216393443,11.03934426,11.70163934,27.91052632,31.705,24.745,7.45,33.765
2014_08_20,2014,8,20,2.191803279,1.808196721,1.932786885,2.050819672,27.90526316,31.8,25.785,7.155,32.855
2014_08_21,2014,8,21,13.11311475,9.780327869,11.79180328,12.43114754,27.61578947,31.45,24.835,6.92,36.59
2014_08_22,2014,8,22,0.591803279,0.42295082,0.442622951,0.445901639,28.35263158,31.88,25.975,9.105,35.735
2014_08_23,2014,8,23,6.063934426,3.344262295,3.547540984,3.998360656,28.08947368,31.68,25.96,7.6,29.295
2014_08_24,2014,8,24,1.506557377,1.044262295,1.126229508,1.181967213,27.46842105,30.48,25.685,5.845,29
2014_08_25,2014,8,25,9.806557377,5.521311475,6.652459016,7.563934426,26.74210526,30.695,24.275,5.565,40.825
2014_08_26,2014,8,26,8.954098361,6.140983607,6.921311475,8.06557377,26.93684211,30.145,23.46,6.09,29.545
2014_08_27,2014,8,27,20.50491803,8.704918033,12.1442623,16.59344262,26.86315789,30.21,23.14,7.76,39.47
2014_08_28,2014,8,28,16.76229508,8.93442623,11.4852459,14.89180328,26.41578947,29.05,23.27,6.48,40.175
2014_08_29,2014,8,29,12.03442623,7.921311475,9.624590164,11.00491803,27.02222222,30.57368421,23.79473684,6.9,32.96315789
2014_08_30,2014,8,30,2.11147541,1.373770492,1.639344262,1.747540984,27.37777778,31.85789474,24.87894737,6.110526316,26.65789474
2014_08_31,2014,8,31,4.63442623,2.914754098,3.337704918,3.554098361,27.78888889,30.64210526,25.82631579,7.284210526,28
2014_09_01,2014,9,1,0,0,0,0,29.07777778,33.07894737,25.98947368,8.510526316,26.70526316
2014_09_02,2014,9,2,0,0,0,0,28.66666667,32.34210526,25.97368421,7.878947368,31.01578947
2014_09_03,2014,9,3,39.24137931,22.54137931,30.87241379,34.87931034,26.58333333,31.56315789,22.71578947,5.510526316,40.76315789
2014_09_04,2014,9,4,0.037931034,0.037931034,0.037931034,0.037931034,27.96111111,32.07894737,24.12105263,6.115,22.435
2014_09_05,2014,9,5,3.222413793,2.655172414,2.872413793,2.9,27.98947368,31.07,23.895,8.475,39.89
2014_09_06,2014,9,6,0.817241379,0.675862069,0.710344828,0.720689655,27.36315789,29.79,24.45,11.065,41.78
2014_09_07,2014,9,7,0.415517241,0.362068966,0.365517241,0.368965517,28.30526316,32.095,25.99473684,5.595,22.34
2014_09_08,2014,9,8,0.003448276,0.003448276,0.003448276,0.003448276,28.97894737,32.62,26.065,6.785,24.93
2014_09_09,2014,9,9,2.927586207,1.386206897,1.675862069,1.903448276,28.37368421,31.745,26.33,8.235,31.08
2014_09_10,2014,9,10,0.189655172,0.182758621,0.186206897,0.189655172,28.85263158,31.95,26.66,9.12,31.58
2014_09_11,2014,9,11,19.08448276,10.38275862,12.76896552,14.9137931,26.98421053,30.675,23.73,7.98,35.37
2014_09_12,2014,9,12,0.04137931,0.04137931,0.04137931,0.04137931,28.28947368,32.025,24.975,8.88,29.995
2014_09_13,2014,9,13,0.268965517,0.268965517,0.268965517,0.268965517,28.96315789,32.06,26.695,9.54,33.535
2014_09_14,2014,9,14,0,0,0,0,28.94736842,31.755,26.88,8.74,29.46
2014_09_15,2014,9,15,0,0,0,0,29.12631579,32.38,26.955,10.395,33.89
2014_09_16,2014,9,16,0,0,0,0,29.22222222,32.46,26.945,10.665,31.835
2014_09_17,2014,9,17,2.227586207,1.951724138,1.965517241,1.965517241,28.93888889,32.13,26.3,9.255,33.855
2014_09_18,2014,9,18,0.437931034,0.351724138,0.368965517,0.406896552,29.07368421,32.34,27.12,8.645,31.685
2014_09_19,2014,9,19,1.837931034,1.3,1.4,1.572413793,28.98947368,32.835,26.435,8.3,32.925
2014_09_20,2014,9,20,15.4,9.865517241,11.35172414,11.90689655,27.43157895,32.045,24.295,7.54,43.685
2014_09_21,2014,9,21,3.765517241,1.327586207,2.179310345,3.037931034,27.92631579,31.445,24.605,8.105,28.725
2014_09_22,2014,9,22,0,0,0,0,29.01666667,33.05,25.845,9.78,31.9
2014_09_23,2014,9,23,0,0,0,0,29.21111111,32.67,26.72,9.41,29.09
2014_09_24,2014,9,24,17.6137931,8.117241379,10.27241379,12.92413793,28.67368421,32.405,24.925,9.23,38.92
2014_09_25,2014,9,25,15.48965517,6.779310345,8.234482759,9.179310345,26.65263158,30.085,23.65,6.745,39.115
2014_09_26,2014,9,26,0.068965517,0.068965517,0.068965517,0.068965517,28.49473684,32.645,25.765,6.035,25.685
2014_09_27,2014,9,27,0,0,0,0,28.97894737,33.25,26.34,7.915,31.3
